	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G81	G82	G83	G84	G86	G87	G88	G89	G90	G91	G97	G98	G99	G100	G102	G103	G104	G107	G108	G109	G110	G111	G112	G113	G114	G115	G117	G119	G120	G121	G122	G123	G124	G125	G126	G127	G128	G129	G130	G131	G132	G133	G134	G135	G137	G138	G139	G140	G142	G144	G145	G146	G147	G148	G149	G151	G152	G153	G154	G155	G156	G157	G158	G159	G160	G161	G162	G163	G164	G165	G166	G167	G168	G169	G170	G172	G173	G174	G175	G176	G177	G178	G179	G180	G181	G182	G183	G184	G185	G194	G195	G196	G197	G198	G199	G200	G201	G202	G203	G204	G205	G207	G208	G209	G210	G211	G213	G214	G215	G216	G217	G218	G219	G220	G221	G222	G223	G224	G225	G226	G227	G228	G229	G230	G231	G232	G234	G235	G236	G237	G238	G240	G241	G242	G243	G244	G245	G246	G247	G248	G249	G250	G251	G252	G254	G255	G256	G289	G290	G291	G292	G293	G294	G295	G296	G297	G298	G299	G300	G301	G302	G303	G304	G305	G306	G307	G308	G309	G310	G311	G312	G313	G314	G315	G317	G318	G319	G320	G321	G322	G323	G324	G325	G326	G327	G328	G329	G330	G331	G332	G333	G334	G335	G336	G337	G338	G339	G340	G342	G343	G345	G346	G347	G348	G349	G350	G351	G353	G354	G355	G356	G357	G358	G359	G360	S1	S2	S3	S4	S5	S6	S8	S10	S12	S13	S15	S17	S25	S28	S31	S35	S36	S37	S38	S39	S40	S41	S42	S48	S50	S54	S58	S62	S63	S64	S65	S66	S67	S68	S69	S70	S71	S72	S73	S74	S75	S76	S77	S78	S79	S80	S81	S82	S83	S84	S85	S86	S87	S88	S89	S90	S91	S93	S94	S95	S96	S97	S98	S99	S100	S101	S102	S103	S104	S105	S106	S107	S108	S109	S110	S111	S112	S119	S121	S122	S123	S124	S125	S126	S127	S129	S130	S131	S132	S133	S134	S135	S137	S138	S139	S140	S142	S143	S144	S147	S148	S149	S150	S151	S152	S153	S155	S157	S159	S160	S161	S162	S163	S164	S165	S166	S167	S168	S169	S170	S171	S172	S173	S174	S175	S176	S177	S178	S179	S180	S182	S183	S184	S186	S187	S188	S189	S190	S191	S192	S193	S194	S195	S196	S197	S198	S199	S200	S201	S202	S203	S204	S205	S206	S207	S208	S209	S210	S211	S212	S213	S214	S215	S216	S217	S218	S219	S220	S221	S222	S223	S224	S225	S226	S227	S228	S229	S230	S233	S234	S235	S236	S237	S238	S239	S240	S241	S242	S243	S245	S246	S247	S249	S251	S252	S253	S254	S255	S256	S257	S258	S259	S260	S261	S262	S263	S264	S265	S266	S267	S268	S269	S270	S271	S272	S273	S274	S275	S276	S278	S279	S280	S281	S282	S283	S284	S285	S286	S287	S288	S289	S290	S291	S292	S293	S294	S295	S296	S297	S298	S299	S300	S301	S302	S303	S304	S305	S306	S307	S308	S309	S310	S311	S312	S313	S314	S315	S316	S317	S318	S319	S320	S321	S322	S323	S324	S325	S327	S328	S329	S330	S331	S332	S333	S334	S335	S336	S337	S338	S339	S340	S341	S343	S344	S345	S346	S347	S348	S349	S350	S351	S352	S353	S354	S355	S356	S357	S358	S359	S360	S361	S362	S363	S364	S365	S366	S367	S368	S369	S370	S371	S372	S373	S374	S375	S376	S377	S378	S379	S380	S381	S382	S383
 Subgroup_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	25	0	0	0	0	10	0	105	7	0	81	131	57	367	126	182	173	70	81	7	20	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	16	0	0	0	195	364	101	0	1373	427	1928	0	0	743	122	92	1137	0	0	116	48	0	0	0	0	0	0	21	0	17	0	0	0	152	261	131	0	0	0	0	0	0	0	0	43	0	30	0	0	17	0	0	133	39	0	0	0	0	0	0	0	0	0	0	0	4106	4265	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	60	32	64	133	9	36	203	245	0	0	0	53	34	5	204	115	342	64	0	0	19	0	0	142	27	0	0	16	0	265	16	0	0	0	59	0	213	135	234	354	144	170	0	185	0	0	124	138	35	0	497	252	155	643	833	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0
 Vicinamibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	54	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	13	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	72	0	0	0	0	171	0	0	104	118	120	201	180	91	108	64	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	37	16	0	58	55	105	8	0	40	38	0	61	0	0	50	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	46	0	0	0	0	0	0	25	0	0	0	0	0	31	21	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	10	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	6	0	16	0	0	0	0	40	11	0	0	20	0	0	0	64	120	236	134	347	0	106	357	552	61	145	165	147	108	0	1315	294	180	129	182	57	0	0	0	1417	95	0	26	0	116	488	38	499	90	11	52	0	668	48	573	1182	532	112	39	257	45	179	321	38	39	262	479	1080	358	1007	1113	0	0	21	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0
 IMCC26256	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	31	0	0	0	11	0	0	0	0	0	0	20	0	0	0	36	0	58	0	40	68	18	0	0	0	0	90	0	0	0	89	75	114	159	0	68	0	84	0	112	0	38	0	39	0	92	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	22	0	37	0	0	56	0	7	0	0	0	47	0	0	0	0	0	0	0	29	0	18	27	10	0	24	0	54	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	23	0	0	2	0	0	0	0	0	0	0	0	0	60	25	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	13	0	0	0	0	45	0	0	0	0	7	0	0	25	0	0	0	0	16	23	46	0	69	0	0	0	0	0	0	0	22	10	0	0	0	37	0	51	57	0	18	0	24	0	15	21	0	0	0	59	63	30	123	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Ilumatobacteraceae	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Sporichthyaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	36	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	234	0	0	0	0	0	36	301	0	0	0	0	0	0	610	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	7140	97	0	0	926	87	221	152	0	75	193	207	126	1267	108	0	111	0	284	141	0	53	0	0	0	163	30	218	0	170	0	0	74	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	69	44	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	69	0	19	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	112	0	12	14	0	0	0	0	0	0	12	14	260	20	0	0	0	0	0	0	0	0	0	59	21	0	0	0	0	9	0	0	0	0	0	0	0	0	29	0	0	18	0	0	0	0	0	0	0	15	0	0	0	0	0	14	15	0	8	0	0	0	0	39	0	0	0	49	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0
 Microbacteriaceae	0	10	493	830	31	14	160	7	4	36	77	0	100	0	6	0	0	0	73	218	0	0	0	11	3	0	242	60973	0	125	0	384	117	1717	1190	2151	619	3757	5368	441	1390	15	6	365	9	0	0	14	9	2515	2125	26	133	0	282	0	0	4	4	252	0	11697	46	1608	572	36	18	97	361	24	43	4252	192	3108	1120	766	951	104	1733	13	1776	1082	9	52	25	1890	0	562	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	0	0	0	0	0	21	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	75	0	0	0	0	0	46	0	0	0	20	6	0	0	0	0	0	0	41	0	0	35	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	16	0	0	8	0	0	0	0	5	20	0	0	15	0	0	0	0	0	0	0	0	0	24	29	0	0	0	0	0	0	0	7	0	10	0	0	0	0	134	99	73	0	0	90	0	0	0	25	10	0	0	0	29	0	42	0	77	0	24	0	0	213	65	0	0	32	123	129	68	20	274	39	41	81	0	294	0	33	18	0	71	718	672	0	2060	0	176	30	0	0	30	0	6	0	0	0	0	0	0	340	11	0	0	6	33	0	0	30	19	17	0	791	10	0	0	0	0	10	0	0	190	0	37	0	0	0	0	1063	0	0	28	101	15	30	32	0	3	0	22	51	204	0	0	23	0	61	0	0	24	24	0	0	0	0	22	0	0	0	0	0	14	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	7	34	0	85	0	0	0	0	0	0	0	0	31	18	3	0	0	0	0	0	0	15	0	0	0	0	0	0	50	65	76	0	22	0	3	0	0	0	0	16	0	6	8	0	0	6	33	0	0	0	0	8	5	0	9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	25	0	6	0	7	4	0	7	21	0	0	21	0	0	10	0	0	4	0	26	0	0	0	0	0	0	0	8	0	7	0	0	0	16	0	0	0	0	18	35	4	0	0	0	0	0	0	3	0	6	29	15	72	0	0	19	0	0	12	32	0	0	0	3	0	0	0	0	0	8	0	21	0	0	25	3	0	13	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	42	17	42	6	52	0	0	0	0	704	18	0	13	10	0	0	22	10	67	42	152	315	13	124	22	56	52	28	0	0	19	10	67	359	362	20	8	84	57	77	162	323	61	15	0	48	22	156	35	84	70	0	39	0	126	194	1341	70	73	3676	24	118	0	53	0	37	0	0	0	21	11	0	0	32	44	0	38	0	9	44	0	0	32	0	51	33	0	0	0	0	0	0	0
 Micrococcaceae	0	0	0	3	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	26	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	224	0	59	409	420	66	477	14	0	25	0	319	0	191	7	10	329	226	5625	1190	351	0	27	0	0	0	0	0	0	0	0	48	0	0	0	1147	17	22	128	61	2578	14	0	0	0	0	0	0	0	0	0	7	231	3	0	0	89	0	0	238	0	317	2	0	0	0	8	0	102	181	25	0	3	11	0	102	37	0	249	0	0	0	0	21	11393	0	21	676	414	0	7	0	72	58	26	0	35	320	2316	965	0	0	0	0	0	0	7	42	118	0	0	30	0	42	67	934	0	3	39	0	0	24	262	135	1011	22	0	3739	0	277	25	0	96	704	335	0	17	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	15	0	23	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	104	56	102	0	0	90	0	21	20	255	27	0	50	0	0	0	24	220	137	0	11	0	0	28	0	11	0	309	0	0	0	0	22	0	0	0	4	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	13	0	94	568	622	1425	1592	169	1085	244	34	182	123	287	0	185	340	189	263	126	1571	220	1195	169	20	139	532	143	58	324	32	1036	492	346	212	81	122	19	0	87	26	47	13	0	218	29	0	0	290	0	0	47	144	0	79	46	243	0	92	243	51	75	92	155	234	24	45	245	54	148	62	13	23	37	21	33	711	11	64	38	82	79	62	18	37	7	60	45	0	25	203	142	14	0	146	341	21	176	1073	1083	1878	59	156	343	63	0	1394	132	85	29	26	47	0	19	81	48	113	41	18	326	0	32	262	21	44	245	246	106	146	119	47	339	115	625	336	447	61	14	92	262	442	73	0	164	35	90	0	0	17	101	302	16	0	20	0	0	0	28	20	722	57	93	204	34	98	168	317	54	114	52	68	242	7	85	34	102	41	40	29	133	41	32	134	163	97	15	3	20	162	82	81	36	56	0	23	82	292	565	215	458	503	385	285	0	120	119	86	24	0	36	40	0	283	167	1290	666	314	41	173	13	298	1323	182	86	217	68	484	86	75	44	168	83	155	0
 PeM15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	32	0	0	0	100	44	0	0	50	0	0	0	0	0	0	0	41	0	0	0	30	0	0	0	0	0	0	0	0	0	28	0	0	13	0	0	0	0	0	0	0	0	105	0	0	153	27	20	0	97	79	32	26	51	5	0	0	17	0	0	0	0	0	0	0	0	0	0	19	0	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	342	151	0	556	229	820	166	0	17	0	33	333	0	62	221	605	0	0	0	0	466	0	272	0	10	772	0	0	65	15	0	0	0	0	0	0	0	16	0	0	0	10	10	0	0	0	0	40	75	24	0	0	0	0	0	0	0	0	24	0	963	322	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	24	0	0	0	0	16	15	33	0	0	0	0	0	10	0	0	13	49	0	0	0	0	0	0	0	0	0	28	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 Propionibacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	0	0	0	0	17	0	0	0	0	0	37	0	0	22	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	3	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	14	0	4	0	0	11	0	0	0	0	0	18	0	0	0	0	0	12	0	0	0	11	0	0	0	0	0	11	0	0	7	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	26	36	0	0	0	16	0	0	0	0	0	36	0	50	0	0	20	0	0	34	0	0	0	0	0	0	0	0	0	12	15	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	45	0	0	0	0	0	0	0	26	21	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	14	0	0	28	594	5	0	0	0	0	0	0	22	91	0	0	0	0	16	0	28	0	0	0	0	0	0	150	0	181	0	0	0	0	0	0	16	17	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	15	34	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	41	24	0	0	0	0	0	26	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	39	0	0	0	0	0	0	0	0	0	0	0
