otu	Domain	Phylum	Class	Order	Family
fa46ca406722073a71016ca119eac711	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Sutterellaceae
3457c62805ffc39631a664ea6b3fe804	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	 Sporichthyaceae
8ad0f2294808c2ee873129d172d9f6eb	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	 Acetobacteraceae
c25c879a6bc63c478ee3ff35617c326b	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	 Moraxellaceae
ff53ef62f9601e698c23ed9144ae683f	Bacteria	Firmicutes	Clostridia	Lachnospirales	 Lachnospiraceae
a0c02cb3046576c49788f5bf17158905	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	 Aeromonadaceae
d87348c8ba59bf823864d56c3123c98e	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	 Weeksellaceae
c5aeea12bc37de0116a2c038d2e4284d	Bacteria	Firmicutes	Bacilli	Paenibacillales	 Paenibacillaceae
0fa1f79e5af01aa6f0badb232357a0aa	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	 Aeromonadaceae
276e8d6162a421103bbd47e8a443190b	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	 Pirellulaceae
5aa38eec1229ac7f76f9ef68b42d8798	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	 Sphingobacteriaceae
ba4104ba8e50543d88bc60455c2978ee	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	 Sphingobacteriaceae
5955a872fa07c577a3c9a8b2739b09ee	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	 Pirellulaceae
68a36d84aee8ceecf2a4ce70138698e0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA
7f1d1da74d9747c1c2ab8079f18324ba	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Comamonadaceae
891c908f4a8a52e3e78d6c64b1aee104	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA
a58d9c7bff0ce86e3b67bfc5fb0f57fb	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	 Peptostreptococcaceae
cdcd378646e923b2b1ff82a351041ecb	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	 Enterobacteriaceae
f0d38575b5c6e794b1e64b835f46e69d	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	 Propionibacteriaceae
b61c669105bd39735fd8d2c1f47b35cd	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Comamonadaceae
30d5db28a8bfccb9835610bcadbe8483	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	 Sporichthyaceae
e1a8f988fe8af4fac15caa8d6898e750	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	 Mycoplasmataceae
958096ca7bf88cafab2a6f0627e75004	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	 Peptostreptococcaceae
30805f2b7762efc20c30812fc0877d59	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	 Pirellulaceae
1b877f07f41bb39fe19826db1e2fdef8	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 B1-7BS
ce7b78ca92a01464ae81638601b15429	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Comamonadaceae
743d7373f2aa47e9179b398a2a4e4e4a	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	 Caulobacteraceae
41ba4bf32676f46ae5da95b7a53fd1d8	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	 Legionellaceae
a3c9f40ac9c7ae77194ab8210c9e4bcd	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Comamonadaceae
b4ec423b4256812352e978a236968da5	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Burkholderiaceae
99430c8c1ea2ad5a36f4b9901332faa9	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	 Enterobacteriaceae
36c0a854aa6004f49bb16a1db803db66	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	 Pedosphaeraceae
48893c50527ce38c465a810566320935	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	 NS11-12_marine_group
f561009c7f894bbdf081575970f05c63	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA
473009f3e34ddf6638c68aaf94d01f98	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	 Caulobacteraceae
adcfc050225b34035a0e4512529f2917	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA
9f0e0549cfd48094a7752d1f2617c128	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	 Weeksellaceae
f66b68311a87861ce8fa396b6e1230da	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	 Aeromonadaceae
ade428cc5a52c599561ee9b5c732c507	Bacteria	Actinobacteriota	Actinobacteria	PeM15	 PeM15
e9a40124bd95cfe0875f387e28fd5c57	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Burkholderiaceae
76edc94c05cc8352a3a1530e87ffa161	Bacteria	Deinococcota	Deinococci	Deinococcales	 Deinococcaceae
ff1470708328296f9fe9000a2b30c537	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	 Moraxellaceae
000a3b00928ac758a10effe61479d93c	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	 Chitinophagaceae
c8b4a05487239418355060772377dd25	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	 Enterobacteriaceae
8fefb4b4a6eda03f49a9f4fabcc304bd	Bacteria	Firmicutes	Clostridia	Clostridiales	 Clostridiaceae
60abf7ce557ec35e7ff7a8d48793f0ad	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Beijerinckiaceae
aee2af029bc31e8b1f00754939a263ea	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Comamonadaceae
1b1b25401d4c69e496b73a294bbdcff5	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	 Mycoplasmataceae
2980d57fa856cd23141d4ac522885138	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	 Rhodobacteraceae
35c67a8d6402c0c1e50b8a26c9a02f1a	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA
a481196149874921c6890bc94e37bee3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	 Pseudomonadaceae
fad32fc8044cf2b6d072740cd336bdb3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	 Moraxellaceae
b57f3d5ede9da928b2602208f1a6bf20	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	 Chitinophagaceae
1472cde920ea6fd93e4e1194b73dba79	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	 Pirellulaceae
c8602ce12c1ffabd7f75d18568f83dec	Bacteria	Firmicutes	Clostridia	Clostridiales	 Clostridiaceae
95ef82d65903ff005b7f0bd15d6b4b2f	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	 Tannerellaceae
c988713690849876e2bc919b47b5f62d	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	 Rhodobacteraceae
651c2a2836a34b75abaa08b3f1183c3c	Bacteria	Deinococcota	Deinococci	Deinococcales	 Deinococcaceae
208e91280f190e0f10dfa89aeabe1611	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA
e601136792f950f5bb56e746af650c58	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Comamonadaceae
a9899ab0b2376e90b0cea5f7e4c2c9f9	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Comamonadaceae
7d0c34ec8a6ccfb11aff96ce3d5a3357	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	 NS11-12_marine_group
1dbf0c422e2e425d7e52902e27ab3fb5	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Comamonadaceae
b305ca29a8c827ae36d960b5f5aac9dc	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	 Terrimicrobiaceae
21037f3a67df62115c52b75e041598d1	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	 Pirellulaceae
9d2d72defa7d28246795ec40cad4c6cd	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Comamonadaceae
356f5ee8338e25b3b735875f1f6f81f9	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Chromobacteriaceae
2c60a4e019ace12ddce5240b2c97e28f	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	 Saccharimonadales
7d6286449eda0ba659b1deda7459e7ee	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Oxalobacteraceae
13622d80cb769862a065f5cd0cc3dd51	Bacteria	Chloroflexi	SL56_marine_group	SL56_marine_group	 SL56_marine_group
78569dbd1683bd8699eb768fb7aea430	Bacteria	Firmicutes	Clostridia	Lachnospirales	 Lachnospiraceae
356ef96c1e0862c7e04b838239a87442	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Rhizobiaceae
1910626a20562ebd7c4439e4a734a4a0	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	 Sphingobacteriaceae
364fbf1ef6956b014e19de2d08b81529	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	 Rhodobacteraceae
175b7fdf37df0077a9aaf130b5c0cccd	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	 Weeksellaceae
9bb9056307258730708e0153f4f5919d	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	 Weeksellaceae
ace78b6dbb7c0f19ab29724fc15b783d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Chitinibacteraceae
c3b5eb8d16b35c37e5ece0b1fe6766e3	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	 Sphingobacteriaceae
7207205c7a988fbc38f2575d7781b11d	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	 Chthoniobacteraceae
ce5689600552e157e206b5709ce21a6f	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	 Sphingobacteriaceae
f6e730283ac2962cd0229c47d13cc724	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	 Pirellulaceae
5e7690b698f50c6aba33da8913840ea0	Bacteria	Firmicutes	Bacilli	Exiguobacterales	 Exiguobacteraceae
2236f6c4557d10915181d0cdd99fdcd9	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	 Caulobacteraceae
2f2c8375e724cb525635600f5372a58e	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	 Barnesiellaceae
3bea85f9545fb34a4e7350e59bb4cc44	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	 Microbacteriaceae
5834516a1fa38c19c21f262914517803	Bacteria	Actinobacteriota	Actinobacteria	NA	NA
f6f1ad67241ef11fcf71bbac816eed57	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	 Sporichthyaceae
8053e7173fc2f0d78b1a06d5ec70b4a3	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	 Peptostreptococcaceae
1daf057d6d076d583f891843ed61ab37	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	 Spirosomaceae
e621743d4ecaeaabcec04b094227c476	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	 NS11-12_marine_group
8d25a2587560675de47605299ad27cf7	Bacteria	Firmicutes	Clostridia	Clostridiales	 Clostridiaceae
ba9137f535667a30154df36165808878	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	 Verrucomicrobiaceae
a5823fea20078ca3372b80428eb69275	Bacteria	Firmicutes	Clostridia	Lachnospirales	 Lachnospiraceae
79ff352028d2ce8d09112f2464f5850e	Bacteria	Firmicutes	Clostridia	Clostridiales	 Clostridiaceae
bb4820c192adcbe320a09f38ec683e10	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	 Sphingomonadaceae
9dde5f215400084ab25f0a4986dc7ad0	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	 NS9_marine_group
533eebb8ba0dac3e02d96dff1eaa7a7d	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	 Aeromonadaceae
714a399cbeb2388bc30b3b99862926ec	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	 Barnesiellaceae
b5b79f939cf5fefc456b6e15642f0179	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	 Aeromonadaceae
53a64370e44516380cfefe99119e6d5d	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA
1063d1a8431310b7516f05541578271b	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA
2c69dcd2b0782a0364cda0486e1b98bf	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	 Pseudomonadaceae
ce90e87eda5b5c1877225e13ec2c4aba	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	 Cyclobacteriaceae
401592a4383a337eb330d07fe75bc070	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	 Sporichthyaceae
e2031300357bcd5edf3980505acd7ab7	Bacteria	Proteobacteria	Gammaproteobacteria	SZB30	 SZB30
e42fcf88ae3c4603124afc0dad9fe192	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	 Vicinamibacteraceae
6ead7dbf289d8b2686014bba3d97a6b6	Bacteria	Deinococcota	Deinococci	Deinococcales	 Deinococcaceae
dac644d7fbb93d408d8879ddd05d5252	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Oxalobacteraceae
4f23cc747a36afe5e69d40f5094077de	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	 Alteromonadaceae
ef395a0c0e08fb25eb303f19ecac7943	Bacteria	Firmicutes	Clostridia	Clostridiales	 Clostridiaceae
bb60ce94b25ae240f84601092283fdda	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	 Chlamydiales_Incertae_Sedis
f0de7558470acec0e1335bc1ccec841d	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	 Propionibacteriaceae
8da5d5080f0a1c5fbfe42d874d3216c0	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	 Pirellulaceae
be5aa012e04f3f20744c95eb5715c67e	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	NA
ae8aa4d926b8296fdf96885d57495df4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	 Enterobacteriaceae
b2f8ab5832c0a7a763fc66ebaf69f803	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	 Pseudomonadaceae
de13514d893b5fc16fe285030373771b	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA
ca297131060a7bbc0ce8f7d1443e04f8	Bacteria	Firmicutes	Bacilli	Bacillales	 Bacillaceae
39732a02e4f1ab7e8b7c0374307c0161	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 SC-I-84
2b7169a9aecb104574b0d3eae4c7d39b	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	 Chloroplast
85f35e7e249ffa43a840318730388b5a	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	 Peptostreptococcaceae
6b2908b528f1a4f9043cb5bae1ea98e3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	 Barnesiellaceae
89e548473db562435fea6992b8cefbd3	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	 Subgroup_17
bcfbdd243641adad3363ab7ec2a25ef6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	 Rhodobacteraceae
a612b307f1570642eaf2dbfd84476524	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	 Acetobacteraceae
7b6104f2ab688e34403ab487b21358f0	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	 Micrococcaceae
414f66e538cbfa49258f41f32c11136a	Bacteria	Firmicutes	NA	NA	NA
8e86be4fc5db47c885ec4cae5445993f	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	 Chloroplast
3ee499033b87086c29eddb0938ce1a66	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	 Sphingobacteriaceae
c118e448ef4c1ea47fd0f2175cba300f	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA
079bd5c1c3ececd4ac39eed2288a1a12	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	 Enterobacteriaceae
3daeab6931f5a2660c80184766638347	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	 Morganellaceae
4a21cdeadc31fb25c3936a95724eb59b	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Burkholderiaceae
545b39bd462b33d79466e233c9b8e7b2	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	 Xanthomonadaceae
b9a9e0717cd681c79907dec30903fab9	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	 Pirellulaceae
43bb3f986cb0cec417c5a155241844a4	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	 Verrucomicrobiaceae
2beb4777a8e1cf381fa13cecbba5624a	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Rhizobiaceae
f134e9cd78b051caf3377b581a1b221e	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA
10fcf6cca9f641a5f36d14251f1aa450	Bacteria	Firmicutes	Bacilli	Lactobacillales	 Streptococcaceae
e0bfa5a7679fee0b445318ebdac0938a	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	 Peptostreptococcaceae
dab7fc69f8a82a24fa8675025e0e8092	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	 Fusobacteriaceae
3a33e745df2e511eaab310878cb28691	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	 Alteromonadaceae
e478b8d377d207ec33407a780f7ca250	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	 Vicinamibacteraceae
5520852550abaacd52b59f5b40b37d21	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	 Rhodobacteraceae
32921c7928c19a6baaa6c45ac8a1d493	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	 Sphingobacteriaceae
888a812d9ad6a2d118675b064bce01b0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	 Moraxellaceae
ad79fb43f14b0f6c6ea0f64b2873a54e	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	 Holosporaceae
d48f0c4cf6c6e9adadd0418b025125ef	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	 Chloroplast
ccbf6dbb11f7972a54ad85118e334501	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	 Aeromonadaceae
48dcfd6e2f06bd2a8f657310c8b3424a	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	 Peptostreptococcaceae
6b0bd128e702ae7f2a18cbc26374be00	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	 Desulfocapsaceae
33055e423c7b7fba3714ccb6b7baf3eb	Bacteria	Desulfobacterota	NA	NA	NA
4f093f8b6bc7c7df66518642ef307b7b	Bacteria	Firmicutes	Bacilli	Bacillales	 Bacillaceae
390ef2bed89e19346c63c5dff2fa3a2d	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	 Chitinophagaceae
7772ee20c167de123ba98f5ea8dc2737	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Xanthobacteraceae
e180eaedf4da0da1a300d13829ac7db3	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	 Alteromonadaceae
79e5bfe8a0a3161e5ad213f17c535e16	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	 Aeromonadaceae
bdb4542d4ae6416943a40674b3e9f29e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	 Rhodobacteraceae
aad12e8a59514786afd8268e918c7e72	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	 Cyclobacteriaceae
7975e1b3f12454e9a535a6db06dd6853	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	 Verrucomicrobiaceae
6cc236c21caa6d38f415b5fcf9825808	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Devosiaceae
6f3c6c44fd38358ea3b31f9cdafba30d	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	 Weeksellaceae
364fa7eb8aeb0240155457cf6e641cbf	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	 Rhodobacteraceae
c23f2da2c8457cf6d096a48bcd783f48	Bacteria	Firmicutes	Clostridia	Lachnospirales	 Lachnospiraceae
f52f24b98cae6c6cb640d20a3f5a6bbe	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	 Micrococcaceae
5fda0ddacd45b1467dbd06197f1b6eb2	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	 Isosphaeraceae
a193db4e33bb4b3899a69e79e95ef83a	Bacteria	Actinobacteriota	Actinobacteria	NA	NA
f9cc436786dbe84f962b496dbff23d0b	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	 Wohlfahrtiimonadaceae
6b9c52c13d8fcb18c5b8ade6921a96e7	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	NA
cc85f2c0574497bc7c9a94a27595728e	Bacteria	Firmicutes	Bacilli	Bacillales	 Bacillaceae
cd6adea2d81dbe08f7a07295a6f8f8d5	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	 Caulobacteraceae
88c2375750209f2ef55e8d3621eff626	Bacteria	Spirochaetota	Brevinematia	Brevinematales	 Brevinemataceae
bbfdda3e4e0a6946a082749ed43c8c4f	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	 Flavobacteriaceae
750b237f1639d26a4b523ce73688f17c	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	 Chitinophagaceae
c5af57f021e40ed861ae8ee02858232a	Bacteria	Firmicutes	NA	NA	NA
a1ffe438d47617c88f0aca9f1c24116f	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	 Pirellulaceae
6f6094a2d1a9e7917036bea4573ec473	Bacteria	Firmicutes	Clostridia	Lachnospirales	 Lachnospiraceae
f1878231224d88a15a060e0778800d3b	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Comamonadaceae
3225027cc3f1c01f99b13407ef13ca1d	Archaea	Halobacterota	NA	NA	NA
e4b92cf1d7792424ef6ceca1ef97b51e	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	 Holosporaceae
deccae4d3eb913bc91283bcba52bbf60	Bacteria	Actinobacteriota	Actinobacteria	PeM15	 PeM15
668446d5c33888b90e836fda5cd5c2f0	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	 Pirellulaceae
7c89258d0e8f44cbe8bb0b658b2fbb1c	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	 Sporomusaceae
960b3a868854fc0bbb879183d8c47530	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Xanthobacteraceae
013d6e07ef3c583718c076d2822cb42d	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA
87a0fd64f13363d5dc508bba163c2b55	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	 Vibrionaceae
c04ebaad849d3841c7062cb4be8e9511	Bacteria	Desulfobacterota	Desulfomonilia	Desulfomonilales	 Desulfomonilaceae
b65518521a52b1ad1df747bd4f81f808	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	 Legionellaceae
c5a22c2dc4f2c658c449f00c0198c926	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Beijerinckiaceae
fbfbd633c1184c1330db1546a0b3267d	Bacteria	Proteobacteria	Alphaproteobacteria	Caedibacterales	 Caedibacteraceae
d8a53792714471269aec9a016c8b5fc6	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 SC-I-84
f482a729b45e1d53e7ae6e69d072f0a4	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	 Sphingobacteriaceae
a0a2f22c8b46a927fabf165a4164c20d	Bacteria	Firmicutes	Bacilli	NA	NA
627e7d6db879f3e49c3dcf7377b53c32	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	 Caldilineaceae
ef7e97a6fbc84977f9e03475240bc58d	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	 Pirellulaceae
280d19f3b28819a694ef4fa6f4a3ef64	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	 Enterobacteriaceae
a06740182a87b7dfa001c201837a2fda	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	 Subgroup_17
cdcbfd9af2e09f10614468cd0987876e	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	 Cellvibrionaceae
62d01f335bea87cfdfd572dc69ac677f	Bacteria	Firmicutes	Bacilli	Exiguobacterales	 Exiguobacteraceae
b07d6c3df31f92ddd42012b0562c030f	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA
c46cb0112756ee7e443401738403f9c2	Bacteria	Firmicutes	Bacilli	Lactobacillales	 Streptococcaceae
96a2b971c328bfc0a29f2e2e5984a810	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	 Abditibacteriaceae
b9328bce73ca1bbe6a2e59d25bbc962d	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	 Isosphaeraceae
d596c7785116fd1372d2e7af3d9b7dac	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	 Rhodobacteraceae
e63c7281e04e608ed7c558305d66f1e2	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	 Vicinamibacteraceae
b929d4429560124018fadd1f842d370f	Bacteria	Deinococcota	Deinococci	Deinococcales	 Deinococcaceae
bc04e6c00c1b413dcad4683aa18daa7b	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	 Peptostreptococcaceae
543c8507dfbc52bae90e54e8584cd524	Bacteria	Firmicutes	Bacilli	Lactobacillales	 Streptococcaceae
da6aa84556b1d14d2c7f221b47016063	Bacteria	Firmicutes	Clostridia	Clostridia	 Hungateiclostridiaceae
ebb174e0efe17455d63b661d315a9cb8	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	 Sporichthyaceae
9f7ee0382f031abdcc6f35fdf80c10b2	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	 Subgroup_17
f075341fa65140c2be207252ee9efef2	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	 Solimonadaceae
96de699b9a3078d216491f0ff5772e82	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	 Moraxellaceae
17d0c156fc3e3b3e990c731c2dd59ee2	Bacteria	Firmicutes	Clostridia	Clostridiales	 Clostridiaceae
8deba22cb98c152fb24bdc88d072b99d	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	 Rickettsiaceae
398ce4c8cb4715cac4d7b6549eda1a51	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA
924036589a06c9b37fd864bca31feecf	Bacteria	Firmicutes	Bacilli	Exiguobacterales	 Exiguobacteraceae
bb257dadf3e58f5a9f1898ee235c4d54	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 SC-I-84
c8ec70ed417b02baf8deab9b30262700	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Beijerinckiaceae
