otu	Domain	Phylum	Class	Order	Family
10c93de49df2cefed48ca8117545f48e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Rhizobiaceae
1e6e31164e0a4403c7a31b0a9ded3287	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	 Subgroup_17
26b8befe53adef8e0e20d25c800a1cce	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Burkholderiaceae
328fdd5516c70898444d8fb410c6864e	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	 Pirellulaceae
35ad1580cf379173e340a6b2cd617a5b	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	 Acetobacteraceae
55c033df0a9a38bbee84e3f484585057	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	 Ilumatobacteraceae
5694952d60129b7e230a52a82b956e66	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	 Phycisphaeraceae
5d5a0bd35cd66d3af7fdf608afb973e4	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	 ST-12K33
5e4b4ecd717a8784c9ece6a14ac4497b	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	 Desulfosarcinaceae
5e92604b6599ccef5a64b3fad945d560	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	 Caulobacteraceae
697dd56592c3612e4bcff71276925aec	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	 Subgroup_7
8e4711a5dca6195a669aa7850bd70f0a	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Oxalobacteraceae
93250c20124bcec782516d3fdc5e9162	Bacteria	Chloroflexi	SL56_marine_group	SL56_marine_group	 SL56_marine_group
9cb41a54b842392d76dbcd66c9b9d7f5	Bacteria	NB1-j	NB1-j	NB1-j	 NB1-j
b129578895242ca616ace5dbcb639ef0	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	 Acetobacteraceae
c4e3ced020ed194d8b38f683a6d1fd43	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	 Chitinophagaceae
c5e16153d46aeb7bd36aff14a24f740f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	 Rhodobacteraceae
d1cc9eaa8d1e89f28f3e3c4ec59790ae	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	 Pirellulaceae
df65749d0a4f23fe590e5fcd32dc65e3	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA
e59c48166e9efc8060407bb68ea29c15	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	 Caulobacteraceae
f87c4567ed9af9faac03090963a54205	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	 Reyranellaceae
fb33a286ee0be1cd15e91c0526626cae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	 Enterobacteriaceae
0287f40470378a550e192853a45aa56e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Rhizobiaceae
13bb6d0a921f8977b9c40e3d1547815d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Comamonadaceae
211fe0190c1fdd8aa07c9db5319b2f89	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	 Weeksellaceae
2d6adeaa9af78357f6baa969a0a10291	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	 Rhodobacteraceae
32dbc66898b32995e339fd71770b01c3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Devosiaceae
4bcab446aa29c08d8471d49f2ee4f136	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Rhizobiaceae
4cc762e3fce0b00bc14e20e856315966	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	 Intrasporangiaceae
4d32bc49bcdc4b86de938593f1bdc1fd	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	 Legionellaceae
51a4393a179e7152d23334a17e5edbe6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Rhizobiales_Incertae_Sedis
5582d5d75db70d6bd804853b0598d0b2	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	 Shewanellaceae
5fe93fdcd7623cd43f178c300fe00d3c	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Beijerinckiaceae
7416c5d2750d2e8b0ffa519f60c61dc4	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	 Weeksellaceae
74fad2bd8e3e0c43a3fe93e3caed0dc8	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	 Arcobacteraceae
98965be3505b52eee11ef9a97a44c59c	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	 Shewanellaceae
9df0ce2eb2eb9086148225bf7959717e	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	 Mycobacteriaceae
a5b9ec81438eb98ae3175b58b9f4c62e	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	 Pedosphaeraceae
adca784314d21cb5510610263b97dee1	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Chitinibacteraceae
ae61be5e39c794d1128e57d0d7ab2619	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Chromobacteriaceae
bd721707ab07ede134f22c2f084a00b4	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	 Halomonadaceae
be98b949fffc79844de101d4c054415d	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Rhizobiaceae
c355ba974b142a6e19da159e2a5ba7be	Bacteria	Acidobacteriota	Aminicenantia	Aminicenantales	 Aminicenantales
c8dc958d3616ee7033c71d73e749cf76	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	 Pirellulaceae
cffa0483c2a2d40cf67860388565e0c3	Bacteria	Firmicutes	Clostridia	Clostridiales	 Clostridiaceae
07f533017467cbe595c1f9869a1cb1a9	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	 Rhodobacteraceae
1ed6fa1bdd3d75c933ec882b65e86d35	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	 Chitinophagaceae
281015fcb840ea3ed7ffbd4b9d8d767d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 SC-I-84
2fcf267115c1e6d277a6220525405ef3	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	 Verrucomicrobiaceae
34a30e6eb37892845f01e8069eb0fbdd	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	 Pirellulaceae
3c0003703004a1a1766d2038bffebe62	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	 Pirellulaceae
5004ca4a1f8f2d4b9e0439fe870eefa1	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	 Pirellulaceae
5aadb69bd47caa364a979bea8a7fcf18	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	 Caldilineaceae
a0e9e14b73ce17a4177ec799e9e3dbcb	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	 Pirellulaceae
a66f0588a961647c12c914019a7a46f0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA
c344c19c046860507e19d311c1d71b34	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA
dc2a32fb9b80f9376297352a286c4892	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	 Sphingomonadaceae
e544fae93190098dbe889c4c09669bc2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Rhizobiaceae
e9d97fc5323ebe8b7004b756d78ac97c	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	 Gemmataceae
ef2b0ec26579e8cc8716e56b86761c15	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Beijerinckiaceae
0175e4bfdf94474f60c2e924aa9ad4b0	Bacteria	Chloroflexi	Anaerolineae	MSB-5B2	 MSB-5B2
076316c05846216751476f7de1fa50c4	Bacteria	Latescibacterota	Latescibacterota	Latescibacterota	 Latescibacterota
1f7cbc94fc8118dab5310bfda33b2047	Bacteria	Firmicutes	Clostridia	Clostridiales	 Clostridiaceae
459565c42a5959101af0cb91c63111db	Bacteria	Verrucomicrobiota	NA	NA	NA
5305ed3c6bc38c10f92506db8c2b3ce9	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Comamonadaceae
539f148b23b362d15a03c44f150b5767	Bacteria	Synergistota	Synergistia	Synergistales	 Synergistaceae
5474ada99dea55ab728078c5ab777f88	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	 Sphingomonadaceae
7c6887a34a02a40e89912a565295dec3	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	 Saprospiraceae
9e67623077e9107c0acf431a162ca5e2	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	 Verrucomicrobiaceae
b6899b30f39427d26e224df104158af6	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	 WCHB1-41
b928bac846dcd104da2d814201f5e3a8	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	 Pseudomonadaceae
02b84a9e49508a39690e57791036e6bb	Bacteria	Firmicutes	Bacilli	Lactobacillales	 Streptococcaceae
1917c7105417b581b91f47abcf4c2fcc	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	 Sphingobacteriaceae
234e52a0e6883e3e9bc016d535a7e049	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Nitrosomonadaceae
2f57d3a5840f7da5a6f932cb764d96ab	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	 Pirellulaceae
47ed5711388773937f05d4db863dd9bd	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Beijerinckiaceae
4bedd6cd3b9946cc0d4e830c8d26f153	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	 Microbacteriaceae
4c24f2ba1e5e27ea1b6b2ab422afc502	Bacteria	Firmicutes	Clostridia	Lachnospirales	 Lachnospiraceae
52aa887973989f3350c278be96d4b7cd	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	 Hyphomonadaceae
60696fe3649f2c9449d9f1185b87ae38	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	 Saccharimonadales
6116ad3f8e9e006165f6867d81ebc7f4	Bacteria	Dependentiae	Babeliae	Babeliales	NA
6425c42a9af9317d68600f16a9db842b	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	 Rhodobacteraceae
789c74b54dffeb3af2f420d93f106d65	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	 Abditibacteriaceae
7a2ccb2d8c4e1b097c7b807103cbb069	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	 Caldilineaceae
8796f7b19b5281b7dcacb022c4ffd2e5	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Comamonadaceae
88402ae9a744e88f5daa52fa3b239083	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	 Vicinamibacteraceae
b8d215d9955755132dcdeef02bb1a658	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	 IMCC26256
b8e53383c0021067350a789cea194d90	Bacteria	Firmicutes	Bacilli	Bacillales	 Bacillaceae
bbbe4eb8bfd24571ed6c085b39afbd42	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	 Sphingobacteriaceae
cad005222b596266012d9046f9a80899	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	 Legionellaceae
cdaeca96f23b43c8bfee684bc0d99b1c	Bacteria	Dependentiae	Babeliae	Babeliales	NA
dd754ff73cd2ba1bc79bef3139d26f31	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	 Bdellovibrionaceae
f3b755eb41e0c54c5d77d13077834c87	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Oxalobacteraceae
f8e8b8e650246c7563b4319f9f151056	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Oxalobacteraceae
0190648fc8348bf5284f06ce76c463ce	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Rhodocyclaceae
0cecea8f80d61dbc956cd75712b838f3	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	 Rubritaleaceae
2d46e04dc69b7ae48c2d645b534f1782	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	 Diplorickettsiaceae
2eec5052df1e46097953037833251093	Bacteria	Actinobacteriota	Actinobacteria	PeM15	 PeM15
39d2367847c88cbc9967ed0186bce988	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	 Desulfovibrionaceae
3c55f669f53e8b7831103ac3395f5e22	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	 Fokiniaceae
3d8f21b221cb734960e6337bff79add4	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	 Geodermatophilaceae
41d7df761c6b0f953fa628c85df208bc	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	 Sphingobacteriaceae
41ecf8f4dc725f7cdfd9c7feca476158	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	 Kapabacteriales
4c890b09abfa89dfa7a226eb87827d4a	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	 Gemmataceae
62f4278fdda5a93296e650c7d926bb52	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	 Chloroplast
65dd828341744a733147fe4ede5be778	Bacteria	Firmicutes	Bacilli	Lactobacillales	 Streptococcaceae
65fdd0e080dc7c1163e0f9e421d1ded5	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Comamonadaceae
66c0a1de1b7d89709423b2f46b3b856c	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	 Propionibacteriaceae
678f2d15a009dc874ffbaf9859e10c99	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	 Fusobacteriaceae
698db2cd5e4b5c0be4b9e88f100ebca4	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	 WCHB1-41
6c4c081df64e84444ba9643b28269fcf	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	 Sphingomonadaceae
9e30a3f96ea04621ac07ee61c426345c	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Beijerinckiaceae
a8cd108f2d739b1efb80a4cc333ffae3	Bacteria	Firmicutes	Bacilli	Bacillales	 Planococcaceae
acf0e24cdfc0e2e18ac0a931d1bb1f09	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	 Acetobacteraceae
b53a7d0b948094122045eae40bb7a58a	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Burkholderiaceae
c22d8204df25a952e8ace9c1f5675f70	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	 Legionellaceae
cc2abd2623d3918cab8f88ee9c86dc4f	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 SC-I-84
d0e5c8e17f44099f3475c054b0619cb6	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	 Geobacteraceae
e3dac510aa8a2e6923794e5f1d8b0867	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Oxalobacteraceae
ede36e09ecc4fbc7f04a9b11155e6682	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	 Pseudomonadaceae
039794ea87771efd7f05ffd1a19ccf84	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Beijerinckiaceae
04a24327a2d7f4e5c7e00ce1130d152d	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	 Intrasporangiaceae
201a37daf734ea36105b6c60a176b298	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	 WCHB1-41
2a1f409d54b2e4983a31a2c15f671888	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	 env.OPS_17
38bc1e7e5e9e70900a538f8917465fd5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Beijerinckiaceae
418445c4eae531a9186df868bda11c1e	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	 Isosphaeraceae
4640787cf7e6d22d2722424ac39a066f	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Oxalobacteraceae
493c56bb65678b088ed1c425a4248394	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	 Chitinophagaceae
683aae4232c1affe556d18abdddfbcd3	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	NA
782a929ff07d6a33e0737355d8de888d	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	 Sporichthyaceae
7913a397b3ba14f6b6f52b25c1318c2d	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	 Legionellaceae
7f9ff8c75dbcd9e9e851127b8ef074a9	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	 Rhodobacteraceae
86fc100bc78395857967b00ad057c725	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	 Desulfobulbaceae
94de10a71886046389268ac60af889e7	Bacteria	Actinobacteriota	Actinobacteria	PeM15	 PeM15
973bffc14f77d24121e1c64cdaa2f4ed	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	 Alteromonadaceae
ab4ec82df74c0404752bac6ef7016eec	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	 Bacteroidetes_vadinHA17
aed216996be0048ac04cdc5dec155b26	Bacteria	Actinobacteriota	MB-A2-108	MB-A2-108	 MB-A2-108
bad5cef0fb9524b0a929ba342e7567a6	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	 Anaerolineaceae
c5082f65e192d83be08657eedd013403	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	 Pirellulaceae
c873120d09ed28cb3a30fe55a8050291	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	 Isosphaeraceae
028df08d70d02ee4b056a41840aed694	Bacteria	Actinobacteriota	Actinobacteria	PeM15	 PeM15
042e39e5b02b83d09cdef47594dbc99d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Chitinibacteraceae
1ba2cba07d3c233a476f4acdcd9f7406	Bacteria	Chloroflexi	KD4-96	KD4-96	 KD4-96
21d4315e2254c51e39c714d7ccb10b3c	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	 Pirellulaceae
2e20be539cbe97d687bd089fd7ec683e	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	 Mycoplasmataceae
3adfde4324452023ec20da8a85d67834	Bacteria	Firmicutes	Bacilli	Staphylococcales	 Staphylococcaceae
4d6861eea59e4300be6892b4cb60c781	Bacteria	Firmicutes	Clostridia	Clostridiales	 Clostridiaceae
56042d14f983da55b6932566a54d3580	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	 Bacteriovoracaceae
64bba17f6b2263dd104723c0085ef7e7	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	 Desulfocapsaceae
6cb3964b21f4b2dfe57d74654e1f55d3	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	 Vicinamibacteraceae
7a5769eec06349f42b3147dd1f90c215	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	 Ilumatobacteraceae
803f690d53f247719bb5b71fde7d8a8e	Bacteria	Firmicutes	Clostridia	Clostridiales	 Clostridiaceae
88bf1c7dba164ff5120b5a0380c10722	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Comamonadaceae
97b1b9f14266785b9ac795a6042bf4ba	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	 Holosporaceae
ae046f851fb994abcd54c04c88f4f27b	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA
bba236af80f2c01183d71aa97fc3812b	Bacteria	Firmicutes	Bacilli	Lactobacillales	 Lactobacillaceae
d1d0846f6e8032b0c7bbcd164df415bc	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	 Rhodobacteraceae
d711b156934d14fb6ab8aa208ccfc930	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Comamonadaceae
ddc123412851c3c1e7c6d09843268971	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Oxalobacteraceae
e670f8f78daf3b069a47440dfaf2899a	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	 Mycoplasmataceae
10e3e851a951ca305dbf8f381b886a95	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	 Methylomonadaceae
2733326f2b4a774e6b8af4a67505ec8f	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	 Pirellulaceae
2d78d51c0729648105c0f97ee726c6d5	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	 Microtrichaceae
48a0b06aac99819cf268644add3ac36d	Bacteria	Actinobacteriota	WCHB1-81	WCHB1-81	 WCHB1-81
59c3f67f21f9640dc2f25cf86a6e02de	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Comamonadaceae
91b641682c9fed9fd818ab4e346b8867	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	 Rhodobacteraceae
9375022f9d9cc2c5e557eb5a33a2c549	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	 Ilumatobacteraceae
9f5295a414e993c2184a2f708885fb8a	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	 Crocinitomicaceae
ab204015532a189313ff75680714b99d	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	 Verrucomicrobiaceae
b1b6829a11e3de61ba2cff44006a725f	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	 Enterobacteriaceae
b47bd83ff0c6a748de28f75c9372efb0	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	 Schlesneriaceae
b51464d208ed9567c4c4984d8b1e5c53	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	 Moraxellaceae
ce3f9dbaf8e4363aa71af3c8aa0c4023	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	 Chitinophagaceae
e2a770ce9bc61ea7ece1d2ba055d2175	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Beijerinckiaceae
f9b57cefbb3b78429425e71feb558558	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	 Desulfosarcinaceae
1a21c22483172059962fc057d7c373a8	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	 Acetobacteraceae
1ffa2edf9e1f761bf4bf8a1ba0cfcca1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	 Flavobacteriaceae
38e03cb0e51ff646bb5c12a2e1f429c6	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	 Nocardiaceae
414b35fb18349c40612b8c765b73e39a	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	 Mycoplasmataceae
43423b35b7d3dbafab917625d7d27c3c	Bacteria	Desulfobacterota	Desulfomonilia	Desulfomonilales	 Desulfomonilaceae
434d77421aebba6572277461e8957523	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	NA
453a7dccad87e2306bb8508aacedd782	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Rhizobiaceae
585a2f0b18c50f6dba09b1f4acf3d948	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	 Mycoplasmataceae
689c7280f625e0b100fcf4163a0930c5	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Gallionellaceae
6c8592a468e31b7e26e77e85cdb03c26	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	 Bacteriovoracaceae
6d8727a824d4b1e9b8403ff455a0215b	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	 Acetobacteraceae
6f98bf9d641dae7d35b38ebf684ac2bf	Bacteria	Synergistota	Synergistia	Synergistales	 Synergistaceae
7de84b33b91fd25fb76ce2a6c10303d1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Devosiaceae
95c868734e1ca1b24788ae336dd302c3	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	 Sporichthyaceae
a098fac0433fd4de905926750c069c0f	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	 Saccharimonadales
b5e5f9c152a73496c5b1e1c8921b48e7	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Comamonadaceae
cb63aac0ad5f8f8a0ed2ce78b44045ba	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	 Ilumatobacteraceae
d5103701c4d0b4db0cbe1db9c8e58804	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	 Mycoplasmataceae
f1cb8e2674765e0751b771f06bca6f44	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Oxalobacteraceae
f766df8e6b4aead7913fdf138e620385	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	 Pirellulaceae
0f21270fe88f4f65efcf6f71921dc8e1	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Comamonadaceae
16fb07b4bf74b4abeaf60f5df894d2f3	Bacteria	Proteobacteria	Gammaproteobacteria	CCM19a	 CCM19a
1975171f3d0ee557ada2939ce3271db5	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Comamonadaceae
29b99c61afa652e721b17d60aed01b3e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	 Rhodobacteraceae
56ec942d1ee118b06570ff2cc0336f59	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	 Gemmataceae
5f23db27e47f20def624ee4582d9f9dd	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Beijerinckiaceae
60c7da5093f7d4e46f126d964ccff287	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	 Crocinitomicaceae
9b26277b0fb1bb8faae7d695aca1b0a1	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	 Burkholderiaceae
b72103617d0f33aa606a3f38059274d9	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	 Diplorickettsiaceae
bb6cb11408c37a09e3caf818ecaaeb0b	Bacteria	Actinobacteriota	Actinobacteria	PeM15	 PeM15
d971ec55d588c89bd4e1b1fb473f0864	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	 Chloroplast
e38978eee84e5ce7463b8fe62f511c32	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	 Sphingobacteriaceae
19a55413ea9aa87aa9ffa7b97edc2ae8	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	 Dysgonomonadaceae
1b7fe4e763c1fb311ea0f1d20ecabad2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Rhizobiaceae
292df61b562ad1f2a55cd272aacdb609	Bacteria	Bacteroidota	SJA-28	SJA-28	 SJA-28
2d512ce4fc08b2e8bebabc534ba7f799	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	 Pseudomonadaceae
2fc4655c0ff4d9a77fbbe2c646287a43	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	 Mycoplasmataceae
660429e43ee534d9f07f0df327019f38	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Hyphomicrobiaceae
6c1c363382bec2d7c7f652488a0c9b13	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	 Legionellaceae
735e7618233d7b44267058f079d98886	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	 Rhizobiales_Incertae_Sedis
806ee2b151754377f61dde5fafb26b7b	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	 Bdellovibrionaceae
8f28e92f79d2d58acb1810798e8fbb6f	Bacteria	Firmicutes	Clostridia	Lachnospirales	 Lachnospiraceae
