Sample_Id	Locations	Fishname	Diet	Habitats	Weight_Log_Transformed	faith_pd	chao1	shannon_entropy	lOG_Chao1	log_PD	Shannon_Log	  Axis 1	   Axis 2	   Axis 3	  Axis 4	   Axis 5	Lake_Water_Tem
198	3	16	5	1	3.53	16.1159524	115	4.186922828	2.06	1.21	0.62	-39.739	12.319	13.965	20.665	-4.2448	22
199	3	15	4	2	2.81	6.479059856	68	4.175348578	1.83	0.81	0.62	-26.369	43.223	14.106	13.54	-3.1986	22
200	3	15	4	2	2.89	26.6852367	190	3.514089621	2.28	1.43	0.55	-31.992	31.233	12.701	15.332	-5.695	22
201	3	6	4	1	3.14	21.59076093	122	5.727091374	2.09	1.33	0.76	-8.1876	-4.9509	21.327	-0.31082	5.2987	22
202	3	1	7	3	2.59	23.2965602	142	5.623924471	2.15	1.37	0.75	-11.292	-19.311	4.8772	-3.2735	4.0747	22
203	3	1	7	3	2.52	11.75216749	43	3.220178898	1.63	1.07	0.51	-14.186	11.048	-14.947	-20.963	-2.2532	22
204	3	1	7	3	2.53	6.739603192	42	3.571690457	1.62	0.83	0.55	-34.738	-18.116	-13.001	-10.131	-1.0862	22
205	3	8	6	2	4.75	12.34339996	61	2.760218914	1.79	1.09	0.44	-6.9853	12.729	-27.477	-38.067	-2.1018	22
206	3	11	2	1	2.63	5.255315033	27	3.364296807	1.43	0.72	0.53	-35.738	-36.2	-9.054	1.0484	1.9953	22
207	3	8	6	2	4.47	15.80288141	76	5.463230176	1.88	1.2	0.74	-17.073	7.0789	-9.1652	-28.061	-3.8532	22
208	3	8	6	2	4.33	22.23033707	103	5.433349282	2.01	1.35	0.74	-16.623	13.51	-9.801	-19.606	-2.2417	22
209	3	11	2	1	2.66	32.3864855	185	5.720890715	2.27	1.51	0.76	-30.968	-6.6457	-4.7016	-3.8518	-5.8907	22
210	3	1	7	3	2.41	5.757066955	15	1.405513058	1.18	0.76	0.15	-1.8275	11.91	-21.117	-20.259	2.8369	22
211	3	11	2	1	2.66	7.181389221	44	3.714983241	1.64	0.86	0.57	-25.846	-4.8497	-16.14	-34.356	4.5832	22
212	3	1	7	3	2.22	18.41091497	108	5.676640054	2.03	1.27	0.75	6.5284	12.513	-13.616	-8.8684	0.33205	22
213	3	1	7	3	2.6	6.742831789	57	4.895946262	1.76	0.83	0.69	-44.272	-10.628	3.9325	11.92	-0.82042	22
214	3	11	2	1	2.62	6.074579971	33	3.77462719	1.52	0.78	0.58	-21.802	-31.582	-11.827	0.4366	10.488	22
215	3	1	7	3	2.48	10.89347636	67	4.911803171	1.83	1.04	0.69	-40.238	-1.7341	5.0156	-1.5026	3.3715	22
216	3	11	2	1	2.59	22.93407611	149	5.851609865	2.17	1.36	0.77	-29.256	9.3095	3.0317	-7.3169	-2.2915	22
217	3	11	2	1	2.64	13.89225195	64	5.095497971	1.81	1.14	0.71	-2.9722	15.462	-14.368	-12.413	-5.7773	22
218	3	11	2	1	2.67	16.82015115	86	5.17459192	1.93	1.23	0.71	-25.764	-8.4366	-7.9295	-11.182	-3.2189	22
219	3	1	7	3	2.46	13.88268033	65	5.128075516	1.81	1.14	0.71	-21.566	-1.5926	-10.283	-12.416	0.5041	22
220	3	1	7	3	2.52	6.918358591	39	4.263093685	1.59	0.84	0.63	-14.579	-31.453	3.213	-2.4218	16.462	22
221	3	11	2	1	2.6	42.65690699	286	5.868870063	2.46	1.63	0.77	-26.877	-8.3334	-8.8252	0.079819	-11.569	22
222	3	11	2	1	2.58	7.708117222	42	3.919348888	1.62	0.89	0.59	-16.768	-33.947	-7.4772	3.776	12.32	22
223	3	11	2	1	2.62	23.08122846	119	5.66618377	2.08	1.36	0.75	-21.843	-4.0021	-10.472	-11.831	-5.4778	22
224	3	1	7	3	2.22	11.12614453	57	4.779736558	1.76	1.05	0.68	-30.763	-21.83	-2.1782	-1.5062	2.1674	22
225	3	1	7	3	2.57	19.66052158	88	4.645271288	1.94	1.29	0.67	-0.59682	18.373	-19.921	-6.9684	-12.109	22
226	3	11	2	1	2.56	22.6093177	121	5.358008675	2.08	1.35	0.73	-27.683	-11.503	-7.6538	-9.2967	-2.7841	22
227	3	11	2	1	2.67	21.23982824	108	4.426169116	2.03	1.33	0.65	-26.244	-31.764	-5.8917	6.6868	-0.44992	22
228	3	11	2	1	2.62	26.19592658	164	4.584239438	2.21	1.42	0.66	-32.706	19.406	7.3724	0.55352	-2.7985	22
239	1	7	1	3	1.81	5.704732378	51	4.193776899	1.71	0.76	0.62	20.091	9.902	20.446	0.75428	-14.73	24.1
240	1	7	1	3	1.67	34.69728471	246	6.252529798	2.39	1.54	0.8	17.329	-2.2401	6.1831	0.41833	-35.779	24.1
241	1	7	1	3	1.91	34.30984303	225	6.277992839	2.35	1.54	0.8	24.005	5.1616	-6.1224	1.2014	-30.694	24.1
242	1	7	1	3	1.62	24.26454278	139	3.22732877	2.14	1.38	0.51	22.558	1.9991	0.4202	-3.1925	-13.943	24.1
243	1	7	1	3	1.91	5.248238855	23	3.257221518	1.36	0.72	0.51	3.4551	12.073	-21.923	-6.57	-14.307	24.1
244	1	7	1	3	2.05	40.21824488	284	6.895999041	2.45	1.6	0.84	23.803	2.2822	-1.057	-1.5128	-36.768	24.1
245	1	7	1	3	1.69	35.55530928	223	5.742960159	2.35	1.55	0.76	21.621	1.853	-0.82843	-0.18926	-32.094	24.1
246	1	7	1	3	2.36	41.65450642	360	7.278069199	2.56	1.62	0.86	13.024	7.5733	0.061721	0.93586	-38.34	24.1
247	1	7	1	3	2.2	21.52168336	115	5.567759313	2.06	1.33	0.75	30.851	-0.81607	2.7992	-0.95913	-12.547	24.1
248	1	12	3	2	2.32	11.68746056	48	4.524312811	1.68	1.07	0.66	15.892	4.1823	-9.0893	-4.6952	-2.6946	24.1
249	1	12	3	2	2.27	36.31428645	253	6.396544681	2.4	1.56	0.81	18.017	-7.2106	7.1244	-1.5015	-35.184	24.1
250	1	12	3	2	1.98	29.02383463	167	5.98117023	2.22	1.46	0.78	25.914	-5.3833	5.2771	-7.3956	-11.481	24.1
251	1	12	3	2	2.23	40.72168987	263	6.409653331	2.42	1.61	0.81	12.739	-6.7377	0.59571	-3.4305	-24.209	24.1
252	1	16	5	1	2.15	39.09760996	266	5.752706922	2.42	1.59	0.76	16.222	9.2079	-13.44	3.6363	-34.967	24.1
253	1	16	5	1	1.81	14.94475566	79	5.068358704	1.9	1.17	0.7	27.464	-4.394	5.1816	-4.7022	1.3591	24.1
254	1	10	4	2	1.38	23.1808939	137	4.308406633	2.14	1.37	0.63	19.656	11.304	7.9027	-4.8359	-15.57	24.1
255	1	17	4	2	1.3	36.93529901	251	6.544771029	2.4	1.57	0.82	25.765	3.9432	5.2354	-0.16616	-34.92	24.1
256	1	17	4	2	1.51	28.24567889	176	6.098758545	2.25	1.45	0.79	29.575	-1.6068	4.3094	-1.2342	-27.176	24.1
257	1	17	4	2	1.49	21.92094786	109	5.02034546	2.04	1.34	0.7	36.693	-6.3173	12.732	-6.8661	-5.775	24.1
258	1	17	4	2	1.54	17.55638917	79	4.654025184	1.9	1.24	0.67	41.389	-6.0896	15.494	-8.6124	1.8398	24.1
259	1	17	4	2	1.4	19.32599833	99	5.139872833	2	1.29	0.71	32.946	-9.039	13.597	-6.353	-17.024	24.1
260	1	17	4	2	1.48	21.20636124	113	4.648934471	2.05	1.33	0.67	33.375	-10.267	17.025	-7.4574	-12.038	24.1
261	1	17	4	2	1.4	37.3746881	269	6.172297423	2.43	1.57	0.79	25.187	0.19509	3.4316	-0.29596	-37.756	24.1
262	1	17	4	2	1.54	9.533539823	34	3.493218874	1.53	0.98	0.54	39.921	-12.145	19.726	-8.078	13.325	24.1
263	1	17	4	2	1.4	34.59163154	249	6.058617739	2.4	1.54	0.78	20.423	-1.5303	7.9662	-1.9852	-36.227	24.1
264	1	17	4	2	1.4	14.53720992	66	4.030314272	1.82	1.16	0.61	37.681	-8.0335	21.171	-9.0182	-3.252	24.1
265	1	16	5	1	2.38	25.09381589	176	5.322275984	2.25	1.4	0.73	-7.8384	19.1	9.2261	-1.6369	-12.728	24.1
266	1	6	4	1	3.96	35.44589317	234	5.51350938	2.37	1.55	0.74	29.375	1.9705	3.7944	5.2033	-20.916	24.1
267	1	9	4	2	2.13	19.69939899	99	4.048040935	2	1.29	0.61	23.938	-3.6122	20.64	-6.1195	-9.8647	24.1
268	1	5	7	2	1	11.56553033	47	3.72572103	1.67	1.06	0.57	35.984	-9.2771	22.505	-8.8672	6.7627	24.1
269	1	5	7	2	1	38.71882502	254	5.789852095	2.4	1.59	0.76	24.03	-0.76594	7.9504	1.7511	-31.504	24.1
270	1	5	7	2	1	26.1869612	125	4.956900023	2.1	1.42	0.7	35.098	-5.5871	16.471	-5.7279	-4.7926	24.1
271	1	5	7	2	1	35.40274287	283	5.980142908	2.45	1.55	0.78	-6.09	-17.947	7.5822	13.593	-27.897	24.1
272	1	5	7	2	1.08	14.22870936	70	4.791615846	1.85	1.15	0.68	29.881	-11.415	15.37	-8.7859	-4.0422	24.1
273	1	3	8	3	1.04	12.00851556	56	4.479016772	1.75	1.08	0.65	33.857	-10.492	16.118	-10.592	-0.070963	24.1
274	1	3	8	3	1.04	15.17502418	61	4.238857914	1.79	1.18	0.63	33.623	-7.23	20.189	-4.4155	3.3691	24.1
275	1	3	8	3	1	19.38774886	83	4.230751863	1.92	1.29	0.63	33.155	-9.8382	21.861	-7.018	-0.12013	24.1
276	1	3	8	3	1	16.85854763	81	4.502096506	1.91	1.23	0.65	28.523	-9.0993	20.936	-5.8969	-3.8068	24.1
277	1	3	8	3	1	10.46526425	44	3.7651476	1.64	1.02	0.58	35.325	-12.453	21.566	-9.1307	2.2032	24.1
278	1	3	8	3	1.08	17.78620309	96	4.357124515	1.98	1.25	0.64	4.8117	23.009	14.965	6.7905	1.248	24.1
279	1	2	3	2	1	16.71312265	104	4.292347755	2.02	1.22	0.63	-23.691	-18.596	10.792	19.63	-0.81173	24.1
280	1	2	3	2	1	25.78640862	164	5.6207736	2.21	1.41	0.75	-3.2762	-25.709	8.5442	6.681	-17.788	24.1
281	1	2	3	2	1	4.284288847	19	3.19203043	1.28	0.63	0.5	1.3377	8.1117	-19.707	-7.7246	-12.091	24.1
282	1	2	3	2	1	27.09229295	179	5.154241065	2.25	1.43	0.71	4.7387	-16.212	19.8	-1.1073	-19.859	24.1
283	1	2	3	2	1	22.06451921	140	5.115998373	2.15	1.34	0.71	-7.8855	-29.429	14.009	13.7	-13.227	24.1
284	1	2	3	2	1	9.644114117	59	4.108809924	1.77	0.98	0.61	-10.299	-35.314	8.7377	14.573	-5.2898	24.1
285	1	2	3	2	1	22.26421579	130	5.085683627	2.11	1.35	0.71	14.247	-19.452	15.723	-4.9697	-15.422	24.1
286	1	2	3	2	1	17.79728389	83	4.706918318	1.92	1.25	0.67	24.177	-5.7775	22.442	-5.3456	-0.6432	24.1
287	1	2	3	2	1	12.64860893	56	4.065686431	1.75	1.1	0.61	31.148	-10.172	22.262	-8.0703	-3.7657	24.1
288	1	2	3	2	1	30.67218472	207	5.952522136	2.32	1.49	0.77	18.707	-7.9857	9.1182	-6.5515	-27.146	24.1
289	1	9	4	2	2.66	26.01964516	133	5.367537172	2.12	1.42	0.73	22.126	-5.9158	15.327	-3.2573	-9.556	24.1
290	1	16	5	1	2.54	24.74842337	148	5.821756555	2.17	1.39	0.77	24.451	-5.9385	5.1824	-2.0359	-16.738	24.1
291	1	16	5	1	1.85	18.04186413	89	4.984965515	1.95	1.26	0.7	6.0178	-26.258	18.536	-4.0669	2.9973	24.1
292	1	9	4	2	2.66	15.06624887	84	3.51905618	1.92	1.18	0.55	9.0096	26.081	21.343	10.585	7.6029	24.1
293	1	9	4	2	2.94	7.681739463	38	3.825172244	1.58	0.89	0.58	25.957	3.2934	14.285	-4.109	-13.233	24.1
294	1	9	4	2	2.11	19.46773785	106	4.704187412	2.03	1.29	0.67	18.402	-19.509	19.023	-6.4991	-13.122	24.1
295	1	10	4	2	2.98	8.710747779	47	2.265811493	1.67	0.94	0.36	16.887	5.5836	9.5618	-3.1059	1.6971	24.1
296	1	10	4	2	2.07	18.74373198	111	4.368008698	2.05	1.27	0.64	9.3418	18.956	30.607	1.5069	-4.5011	24.1
297	1	12	3	2	2.36	9.933098858	31	3.809630321	1.49	1	0.58	22.703	0.036709	-2.5682	-5.3714	22.453	24.1
298	1	12	3	2	2.44	10.87562087	49	4.160979803	1.69	1.04	0.62	24.183	0.92248	0.78514	-5.9199	13.709	24.1
299	1	2	3	2	1	20.19523861	83	4.871872015	1.92	1.31	0.69	30.958	-2.7366	6.993	-4.0367	10.683	24.1
300	1	3	8	3	0.95	15.54257993	70	4.465607122	1.85	1.19	0.65	32.289	-8.8438	17.826	-5.9862	3.3623	24.1
301	1	12	3	2	1.67	49.25983177	387	7.370702346	2.59	1.69	0.87	22.264	6.1043	-9.3396	3.6098	-30.908	24.1
302	1	12	3	2	1.63	49.11392911	344	7.000294246	2.54	1.69	0.85	22.685	3.7688	-2.8424	2.3338	-29.563	24.1
303	1	12	3	2	1.73	25.57261842	134	5.085909026	2.13	1.41	0.71	27.802	-6.8225	17.044	-1.6154	-13.438	24.1
304	1	12	3	2	1.65	17.76320237	81	4.452468363	1.91	1.25	0.65	19.958	-18.704	22.287	-7.6101	-5.5082	24.1
305	1	12	3	2	1.49	15.56836382	81	4.55971107	1.91	1.19	0.66	13.236	-21.345	21.883	-4.3449	-6.901	24.1
306	1	12	3	2	1.6	79.91065646	533	7.562131652	2.73	1.9	0.88	1.088	13.59	-21.278	-5.1316	-13.805	24.1
